    Symbol Name       Value       Hex      Decimal       Char    

tensio_fora                                                      
[38]                  82.90288 0x42A5CE46 1118162502       'B..F'
[39]                  82.81951 0x42A5A397 1118151575       'B...'
[40]                  82.29852 0x42A498D7 1118083287       'B...'
[41]                  81.25652 0x42A28356 1117946710       'B..V'
[42]                  80.33955 0x42A0ADDA 1117826522       'B...'
[43]                  79.19335 0x429E62FF 1117676287       'B.b.'
[44]                  78.29723 0x429C982F 1117558831       'B../'
[45]                  76.94263 0x4299E2A1 1117381281       'B...'
[46]                  75.10872 0x429637AA 1117140906       'B.7.'
[47]                  73.75411 0x4293821B 1116963355       'B...'
[48]                  72.37868 0x4290C1E2 1116783074       'B...'
[49]                  70.81568 0x428DA1A1 1116578209       'B...'
[50]                  69.69032 0x428B6171 1116430705       'B.aq'
[51]                  68.75252 0x4289814A 1116307786       'B..J'
[52]                  67.27288 0x42868BB7 1116113847       'B...'
[53]                  65.29308 0x4282960E 1115854350       'B...'
[54]                  64.37612 0x4280C093 1115734163       'B...'
[55]                  62.66724 0x427AAB41 1115335489       'Bz.A'
[56]                  61.31264 0x42754025 1114980389       'Bu@%'
[57]                  59.85384 0x426F6A55 1114597973       'BojU'
[58]                  58.56176 0x426A3F3E 1114259262       'Bj?>'
[59]                  56.76952 0x426313FD 1113789437       'Bc..'
[60]                  55.26904 0x425D1380 1113396096       'B]..'
[61]                  54.39376 0x42599336 1113166646       'BY.6'
[62]                  52.85160 0x4253680A 1112762378       'BSh.'
[63]                 0.0000000 0x00000000          0       '....'
[64]                 0.0000000 0x00000000          0       '....'
[65]                 0.0000000 0x00000000          0       '....'
[66]                 0.0000000 0x00000000          0       '....'
[67]                 0.0000000 0x00000000          0       '....'
[68]                 0.0000000 0x00000000          0       '....'
[69]                 0.0000000 0x00000000          0       '....'
[70]                 0.0000000 0x00000000          0       '....'
[71]                 0.0000000 0x00000000          0       '....'
[72]                 0.0000000 0x00000000          0       '....'
[73]                 0.0000000 0x00000000          0       '....'
[74]                 0.0000000 0x00000000          0       '....'
[75]                 0.0000000 0x00000000          0       '....'
[76]                 0.0000000 0x00000000          0       '....'
[77]                 0.0000000 0x00000000          0       '....'
[78]                 0.0000000 0x00000000          0       '....'
[79]                 0.0000000 0x00000000          0       '....'
[80]                 0.0000000 0x00000000          0       '....'
[81]                 0.0000000 0x00000000          0       '....'
[82]                 0.0000000 0x00000000          0       '....'
[83]                 0.0000000 0x00000000          0       '....'
[84]                 0.0000000 0x00000000          0       '....'
[85]                 0.0000000 0x00000000          0       '....'
[86]                 0.0000000 0x00000000          0       '....'
[87]                 0.0000000 0x00000000          0       '....'
[88]                 0.0000000 0x00000000          0       '....'
[89]                 0.0000000 0x00000000          0       '....'
[90]                 0.0000000 0x00000000          0       '....'
[91]                 0.0000000 0x00000000          0       '....'
[92]                 0.0000000 0x00000000          0       '....'
[93]                 0.0000000 0x00000000          0       '....'
[94]                 0.0000000 0x00000000          0       '....'
[95]                 0.0000000 0x00000000          0       '....'
[96]                 0.0000000 0x00000000          0       '....'
[97]                 0.0000000 0x00000000          0       '....'
[98]                 0.0000000 0x00000000          0       '....'
[99]                 0.0000000 0x00000000          0       '....'
[100]                0.0000000 0x00000000          0       '....'
[101]                0.0000000 0x00000000          0       '....'
[102]                0.0000000 0x00000000          0       '....'
[103]                0.0000000 0x00000000          0       '....'
[104]                0.0000000 0x00000000          0       '....'
[105]                0.0000000 0x00000000          0       '....'
[106]                0.0000000 0x00000000          0       '....'
[107]                0.0000000 0x00000000          0       '....'
[108]                0.0000000 0x00000000          0       '....'
[109]                0.0000000 0x00000000          0       '....'
[110]                0.0000000 0x00000000          0       '....'
[111]                0.0000000 0x00000000          0       '....'
[112]                0.0000000 0x00000000          0       '....'
[113]                0.0000000 0x00000000          0       '....'
[114]                0.0000000 0x00000000          0       '....'
[115]                0.0000000 0x00000000          0       '....'
[116]                0.0000000 0x00000000          0       '....'
[117]                0.0000000 0x00000000          0       '....'
[118]                0.0000000 0x00000000          0       '....'
[119]                0.0000000 0x00000000          0       '....'
[120]                0.0000000 0x00000000          0       '....'
[121]                0.0000000 0x00000000          0       '....'
[122]                0.0000000 0x00000000          0       '....'
[123]                0.0000000 0x00000000          0       '....'
[124]                0.0000000 0x00000000          0       '....'
[125]                0.0000000 0x00000000          0       '....'
[126]                0.0000000 0x00000000          0       '....'
[127]                0.0000000 0x00000000          0       '....'
[128]                0.0000000 0x00000000          0       '....'
[129]                0.0000000 0x00000000          0       '....'
[130]                0.0000000 0x00000000          0       '....'
[131]                0.0000000 0x00000000          0       '....'
[132]                0.0000000 0x00000000          0       '....'
[133]                0.0000000 0x00000000          0       '....'
[134]                0.0000000 0x00000000          0       '....'
[135]                0.0000000 0x00000000          0       '....'
[136]                0.0000000 0x00000000          0       '....'
[137]                0.0000000 0x00000000          0       '....'
[138]                0.0000000 0x00000000          0       '....'
[139]                0.0000000 0x00000000          0       '....'
[140]                0.0000000 0x00000000          0       '....'
[141]                0.0000000 0x00000000          0       '....'
[142]                0.0000000 0x00000000          0       '....'
[143]                0.0000000 0x00000000          0       '....'
[144]                0.0000000 0x00000000          0       '....'
[145]                0.0000000 0x00000000          0       '....'
[146]                0.0000000 0x00000000          0       '....'
[147]                0.0000000 0x00000000          0       '....'
[148]                0.0000000 0x00000000          0       '....'
[149]                0.0000000 0x00000000          0       '....'
[150]                0.0000000 0x00000000          0       '....'
[151]                0.0000000 0x00000000          0       '....'
[152]                0.0000000 0x00000000          0       '....'
[153]                0.0000000 0x00000000          0       '....'
[154]                0.0000000 0x00000000          0       '....'
[155]                0.0000000 0x00000000          0       '....'
[156]                0.0000000 0x00000000          0       '....'
[157]                0.0000000 0x00000000          0       '....'
[158]                0.0000000 0x00000000          0       '....'
[159]                0.0000000 0x00000000          0       '....'
[160]                0.0000000 0x00000000          0       '....'
[161]                0.0000000 0x00000000          0       '....'
[162]                0.0000000 0x00000000          0       '....'
[163]                0.0000000 0x00000000          0       '....'
[164]                0.0000000 0x00000000          0       '....'
[165]                0.0000000 0x00000000          0       '....'
[166]                0.0000000 0x00000000          0       '....'
[167]                0.0000000 0x00000000          0       '....'
[168]                0.0000000 0x00000000          0       '....'
[169]                0.0000000 0x00000000          0       '....'
[170]                0.0000000 0x00000000          0       '....'
[171]                0.0000000 0x00000000          0       '....'
[172]                0.0000000 0x00000000          0       '....'
[173]                0.0000000 0x00000000          0       '....'
[174]                0.0000000 0x00000000          0       '....'
[175]                0.0000000 0x00000000          0       '....'
[176]                0.0000000 0x00000000          0       '....'
[177]                0.0000000 0x00000000          0       '....'
[178]                0.0000000 0x00000000          0       '....'
[179]                0.0000000 0x00000000          0       '....'
[180]                0.0000000 0x00000000          0       '....'
[181]                0.0000000 0x00000000          0       '....'
[182]                0.0000000 0x00000000          0       '....'
[183]                0.0000000 0x00000000          0       '....'
[184]                0.0000000 0x00000000          0       '....'
[185]                0.0000000 0x00000000          0       '....'
[186]                0.0000000 0x00000000          0       '....'
[187]                0.0000000 0x00000000          0       '....'
[188]                0.0000000 0x00000000          0       '....'
[189]                0.0000000 0x00000000          0       '....'
[190]                0.0000000 0x00000000          0       '....'
[191]                0.0000000 0x00000000          0       '....'
[192]                0.0000000 0x00000000          0       '....'
[193]                0.0000000 0x00000000          0       '....'
[194]                0.0000000 0x00000000          0       '....'
[195]                0.0000000 0x00000000          0       '....'
[196]                0.0000000 0x00000000          0       '....'
[197]                0.0000000 0x00000000          0       '....'
[198]                0.0000000 0x00000000          0       '....'
[199]                0.0000000 0x00000000          0       '....'
[200]                0.0000000 0x00000000          0       '....'
[201]                0.0000000 0x00000000          0       '....'
[202]                0.0000000 0x00000000          0       '....'
[203]                0.0000000 0x00000000          0       '....'
[204]                0.0000000 0x00000000          0       '....'
[205]                0.0000000 0x00000000          0       '....'
[206]                0.0000000 0x00000000          0       '....'
[207]                0.0000000 0x00000000          0       '....'
[208]                0.0000000 0x00000000          0       '....'
[209]                0.0000000 0x00000000          0       '....'
[210]                0.0000000 0x00000000          0       '....'
[211]                0.0000000 0x00000000          0       '....'
[212]                0.0000000 0x00000000          0       '....'
[213]                0.0000000 0x00000000          0       '....'
[214]                0.0000000 0x00000000          0       '....'
[215]                0.0000000 0x00000000          0       '....'
[216]                0.0000000 0x00000000          0       '....'
[217]                0.0000000 0x00000000          0       '....'
[218]                0.0000000 0x00000000          0       '....'
[219]                0.0000000 0x00000000          0       '....'
[220]                0.0000000 0x00000000          0       '....'
[221]                0.0000000 0x00000000          0       '....'
[222]                0.0000000 0x00000000          0       '....'
[223]                0.0000000 0x00000000          0       '....'
[224]                0.0000000 0x00000000          0       '....'
[225]                0.0000000 0x00000000          0       '....'
[226]                0.0000000 0x00000000          0       '....'
[227]                0.0000000 0x00000000          0       '....'
[228]                0.0000000 0x00000000          0       '....'
[229]                0.0000000 0x00000000          0       '....'
[230]                0.0000000 0x00000000          0       '....'
[231]                0.0000000 0x00000000          0       '....'
[232]                0.0000000 0x00000000          0       '....'
[233]                0.0000000 0x00000000          0       '....'
[234]                0.0000000 0x00000000          0       '....'
[235]                0.0000000 0x00000000          0       '....'
[236]                0.0000000 0x00000000          0       '....'
[237]                0.0000000 0x00000000          0       '....'
[238]                0.0000000 0x00000000          0       '....'
[239]                0.0000000 0x00000000          0       '....'
[240]                0.0000000 0x00000000          0       '....'
[241]                0.0000000 0x00000000          0       '....'
[242]                0.0000000 0x00000000          0       '....'
[243]                0.0000000 0x00000000          0       '....'
[244]                0.0000000 0x00000000          0       '....'
[245]                0.0000000 0x00000000          0       '....'
[246]                0.0000000 0x00000000          0       '....'
[247]                0.0000000 0x00000000          0       '....'
[248]                0.0000000 0x00000000          0       '....'
[249]                0.0000000 0x00000000          0       '....'
[250]                0.0000000 0x00000000          0       '....'
[251]                0.0000000 0x00000000          0       '....'
[252]                0.0000000 0x00000000          0       '....'
[253]                0.0000000 0x00000000          0       '....'
[254]                0.0000000 0x00000000          0       '....'
[255]                0.0000000 0x00000000          0       '....'
Valor_RF                  0x00       0x00          0          '.'
accumulator           1436.000 0x44B38000 1152614400       'D...'
